I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0996,4.1602,41.7848,0.4142,37.9226,0.1586,   0:22:52,,98.71020958498917
0.0997,4.1601,41.7398,0.4146,38.0474,0.1591,   0:22:56,,98.70594443616824
0.0996,4.16,41.7657,0.4143,38.1724,0.1596,   0:23: 1,,98.70168356533007
0.0996,4.1598,41.7745,0.4142,38.2987,0.1602,   0:23: 5,,98.69742269449193
0.0995,4.1597,41.7935,0.414,38.4234,0.1607,   0:23:10,,98.69316610163654
0.0996,4.1596,41.772,0.4142,38.548,0.1612,   0:23:14,,98.68890523079837
0.0996,4.1595,41.7609,0.4143,38.6726,0.1617,   0:23:19,,98.6846443599602
0.0997,4.1594,41.733,0.4145,38.7972,0.1622,   0:23:23,,98.6803792111393
0.0997,4.1592,41.7315,0.4145,38.922,0.1628,   0:23:28,,98.67611406231835
0.0997,4.1591,41.7269,0.4146,39.0467,0.1633,   0:23:32,,98.67184891349743
0.0996,4.159,41.7427,0.4144,39.1719,0.1638,   0:23:37,,98.66758804265928
0.0995,4.1589,41.7851,0.4139,39.2969,0.1643,   0:23:41,,98.66333144980388
0.0996,4.1588,41.7541,0.4142,39.4217,0.1648,   0:23:46,,98.65907057896571
0.0996,4.1587,41.7428,0.4143,39.5463,0.1654,   0:23:50,,98.65480970812756
0.0996,4.1585,41.7683,0.414,39.671,0.1659,   0:23:55,,98.65054883728939
0.0995,4.1584,41.7838,0.4139,39.7966,0.1664,   0:23:59,,98.64629224443401
0.0995,4.1583,41.7762,0.4139,39.9213,0.1669,   0:24: 4,,98.64203565157862
0.0996,4.1582,41.7347,0.4143,40.0465,0.1674,   0:24: 8,,98.63777478074046
0.0996,4.1581,41.7403,0.4142,40.1721,0.168,   0:24:13,,98.6335139099023
0.0996,4.158,41.7491,0.4141,40.2967,0.1685,   0:24:17,,98.62925303906415
0.0996,4.1579,41.728,0.4143,40.4213,0.169,   0:24:22,,98.62499216822599
0.0996,4.1578,41.7638,0.4139,40.546,0.1695,   0:24:26,,98.62073129738782
0.0996,4.1576,41.759,0.4139,40.6706,0.17,   0:24:31,,98.61647042654967
0.0996,4.1575,41.7479,0.414,40.7953,0.1705,   0:24:35,,98.6122095557115
0.0996,4.1574,41.7538,0.414,40.9199,0.1711,   0:24:40,,98.60794868487335
0.0997,4.1573,41.7122,0.4143,41.0446,0.1716,   0:24:44,,98.60368353605242
0.0996,4.1572,41.7544,0.4139,41.1691,0.1721,   0:24:49,,98.59942266521426
0.0996,4.1571,41.7435,0.414,41.2938,0.1726,   0:24:53,,98.59516179437611
0.0996,4.157,41.729,0.4141,41.4184,0.1731,   0:24:58,,98.59090092353794
0.0996,4.1569,41.7347,0.414,41.543,0.1737,   0:25: 2,,98.58664005269978
0.0995,4.1567,41.7873,0.4135,41.6676,0.1742,   0:25: 7,,98.58238345984438
0.0996,4.1566,41.7524,0.4138,41.7921,0.1747,   0:25:11,,98.57812258900623
0.0996,4.1565,41.741,0.4139,41.9172,0.1752,   0:25:16,,98.57386171816808
0.0996,4.1564,41.7397,0.4139,42.0429,0.1757,   0:25:21,,98.56960084732992
0.0997,4.1563,41.7019,0.4142,42.168,0.1763,   0:25:25,,98.56533569850899
0.0996,4.1562,41.748,0.4138,42.2928,0.1768,   0:25:30,,98.56107482767082
0.0996,4.1561,41.7266,0.414,42.4174,0.1773,   0:25:34,,98.55681395683267
0.0996,4.156,41.7393,0.4138,42.542,0.1778,   0:25:39,,98.5525530859945
0.0995,4.1558,41.7513,0.4137,42.6671,0.1783,   0:25:43,,98.54829649313912
0.0996,4.1558,41.7336,0.4138,42.7916,0.1788,   0:25:48,,98.54403562230097
0.0996,4.1556,41.7322,0.4138,42.9162,0.1794,   0:25:52,,98.5397747514628
0.0995,4.1555,41.7646,0.4135,43.0408,0.1799,   0:25:57,,98.53551815860742
0.0996,4.1554,41.7131,0.414,43.166,0.1804,   0:26: 1,,98.53125728776925
0.0997,4.1553,41.6783,0.4143,43.2906,0.1809,   0:26: 6,,98.52699213894832
0.0997,4.1552,41.6976,0.4141,43.4158,0.1814,   0:26:10,,98.52272699012738
0.0996,4.155,41.7264,0.4138,43.5404,0.182,   0:26:15,,98.51846611928924
0.0996,4.155,41.7054,0.4139,43.6652,0.1825,   0:26:19,,98.51420524845108
0.0996,4.1549,41.7146,0.4138,43.7898,0.183,   0:26:24,,98.50994437761292
0.0996,4.1547,41.7065,0.4139,43.9151,0.1835,   0:26:28,,98.50568350677476
0.0996,4.1546,41.7152,0.4138,44.0397,0.184,   0:26:33,,98.50142263593659
0.0996,4.1545,41.7308,0.4136,44.1643,0.1845,   0:26:37,,98.49716176509844
0.0996,4.1544,41.7097,0.4138,44.2895,0.1851,   0:26:42,,98.49290089426029
0.0996,4.1543,41.7089,0.4138,44.4141,0.1856,   0:26:46,,98.48864002342212
0.0996,4.1542,41.7143,0.4137,44.5393,0.1861,   0:26:51,,98.48437915258395
0.0996,4.1541,41.6966,0.4139,44.6645,0.1866,   0:26:55,,98.4801182817458
0.0996,4.154,41.7256,0.4135,44.7891,0.1871,   0:27: 0,,98.47585741090764
0.0996,4.1538,41.7077,0.4137,44.9142,0.1877,   0:27: 4,,98.47159654006948
0.0997,4.1538,41.6699,0.4141,45.0388,0.1882,   0:27: 9,,98.46733139124855
0.0996,4.1536,41.6885,0.4138,45.1635,0.1887,   0:27:13,,98.4630705204104
0.0997,4.1535,41.6608,0.4141,45.2887,0.1892,   0:27:18,,98.45880537158948
0.0996,4.1534,41.7201,0.4135,45.4134,0.1897,   0:27:22,,98.45454450075131
0.0996,4.1533,41.7024,0.4136,45.538,0.1903,   0:27:27,,98.45028362991314
0.0996,4.1532,41.6843,0.4138,45.6627,0.1908,   0:27:31,,98.44602275907499
0.0996,4.1531,41.6868,0.4138,45.7878,0.1913,   0:27:36,,98.44176188823684
0.0995,4.153,41.726,0.4133,45.9124,0.1918,   0:27:40,,98.43750529538144
0.0995,4.1529,41.7384,0.4132,46.037,0.1923,   0:27:45,,98.43324870252606
0.0995,4.1528,41.7305,0.4133,46.1615,0.1928,   0:27:49,,98.42899210967066
0.0996,4.1527,41.7091,0.4134,46.2866,0.1934,   0:27:54,,98.4247312388325
0.0996,4.1526,41.6781,0.4137,46.4112,0.1939,   0:27:58,,98.42047036799435
0.0996,4.1524,41.7069,0.4134,46.5359,0.1944,   0:28: 3,,98.41620949715619
0.0997,4.1523,41.669,0.4138,46.6605,0.1949,   0:28: 7,,98.41194434833525
0.0995,4.1522,41.7216,0.4132,46.7851,0.1954,   0:28:12,,98.40768775547987
0.0996,4.1521,41.687,0.4136,46.9096,0.1959,   0:28:16,,98.4034268846417
0.0996,4.152,41.693,0.4135,47.0344,0.1965,   0:28:21,,98.39916601380355
0.0996,4.1519,41.6717,0.4137,47.1591,0.197,   0:28:25,,98.3949051429654
0.0996,4.1518,41.6702,0.4137,47.2838,0.1975,   0:28:30,,98.39064427212722
0.0996,4.1517,41.6963,0.4134,47.4084,0.198,   0:28:34,,98.38638340128907
0.0996,4.1516,41.6752,0.4136,47.533,0.1985,   0:28:39,,98.38212253045091
0.0995,4.1515,41.7346,0.413,47.6581,0.1991,   0:28:43,,98.37786593759552
0.0996,4.1514,41.6866,0.4134,47.7827,0.1996,   0:28:48,,98.37360506675736
0.0997,4.1513,41.6586,0.4137,47.9079,0.2001,   0:28:52,,98.36933991793643
0.0996,4.1512,41.681,0.4134,48.0324,0.2006,   0:28:57,,98.36507904709826
0.0996,4.1511,41.6833,0.4134,48.1581,0.2011,   0:29: 2,,98.36081817626011
0.0995,4.151,41.7059,0.4131,48.2826,0.2016,   0:29: 6,,98.35656158340473
0.0996,4.1509,41.661,0.4136,48.4073,0.2022,   0:29:11,,98.35230071256656
0.0995,4.1507,41.7202,0.413,48.5319,0.2027,   0:29:15,,98.34804411971118
0.0996,4.1507,41.6793,0.4134,48.6564,0.2032,   0:29:20,,98.34378324887302
0.0995,4.1506,41.7116,0.413,48.7811,0.2037,   0:29:24,,98.33952665601763
0.0996,4.1504,41.6735,0.4134,48.9057,0.2042,   0:29:29,,98.33526578517947
0.0995,4.1503,41.6993,0.4131,49.0303,0.2048,   0:29:33,,98.33100919232407
0.0996,4.1502,41.6882,0.4132,49.1548,0.2053,   0:29:38,,98.32674832148592
0.0996,4.1501,41.6703,0.4133,49.2794,0.2058,   0:29:42,,98.32248745064776
0.0995,4.15,41.6896,0.4131,49.404,0.2063,   0:29:47,,98.31823085779237
0.0995,4.1499,41.7184,0.4128,49.529,0.2068,   0:29:51,,98.31397426493699
0.0996,4.1499,41.6843,0.4131,49.6536,0.2073,   0:29:56,,98.30971339409884
0.0995,4.1497,41.6864,0.4131,49.7782,0.2079,   0:30: 0,,98.30545680124344
0.0995,4.1496,41.6955,0.413,49.9028,0.2084,   0:30: 5,,98.30120020838804
0.0996,4.1495,41.6542,0.4134,50.0273,0.2089,   0:30: 9,,98.29693933754989
0.0995,4.1494,41.7002,0.4129,50.1518,0.2094,   0:30:14,,98.29268274469449
0.0995,4.1493,41.7194,0.4127,50.2763,0.2099,   0:30:18,,98.2884261518391
0.0996,4.1492,41.6577,0.4133,50.4009,0.2104,   0:30:23,,98.28416528100095
0.0996,4.1491,41.6504,0.4133,50.5254,0.211,   0:30:27,,98.27990441016279
0.0995,4.149,41.6829,0.413,50.6499,0.2115,   0:30:32,,98.2756478173074
0.0995,4.1489,41.7117,0.4127,50.7743,0.212,   0:30:36,,98.271391224452
0.0996,4.1488,41.6575,0.4132,50.8989,0.2125,   0:30:41,,98.26713035361385
0.0996,4.1487,41.6695,0.4131,51.0235,0.213,   0:30:45,,98.26286948277568
0.0996,4.1486,41.6653,0.4131,51.1482,0.2135,   0:30:50,,98.25860861193753
0.0996,4.1485,41.644,0.4133,51.2729,0.2141,   0:30:54,,98.25434774109937
0.0996,4.1484,41.6396,0.4133,51.398,0.2146,   0:30:59,,98.25008687026121
0.0996,4.1483,41.6318,0.4133,51.5227,0.2151,   0:31: 3,,98.24582599942305
0.0996,4.1482,41.6375,0.4133,51.6474,0.2156,   0:31: 8,,98.24156512858488
0.0995,4.1481,41.6734,0.4129,51.7725,0.2161,   0:31:12,,98.23730853572951
0.0997,4.148,41.6187,0.4134,51.8972,0.2166,   0:31:17,,98.23304338690858
0.0995,4.1479,41.6747,0.4128,52.0223,0.2172,   0:31:21,,98.22878679405318
0.0996,4.1478,41.6365,0.4132,52.1469,0.2177,   0:31:26,,98.22452592321503
0.0996,4.1477,41.6594,0.413,52.2715,0.2182,   0:31:30,,98.22026505237686
0.0996,4.1476,41.655,0.413,52.3962,0.2187,   0:31:35,,98.21600418153871
0.0997,4.1475,41.6138,0.4134,52.5207,0.2192,   0:31:39,,98.21173903271779
0.0997,4.1474,41.6195,0.4133,52.6458,0.2198,   0:31:44,,98.20747388389684
0.0997,4.1473,41.6118,0.4133,52.7705,0.2203,   0:31:48,,98.20320873507592
0.0996,4.1472,41.624,0.4132,52.8952,0.2208,   0:31:53,,98.19894786423777
0.0997,4.1471,41.5899,0.4135,53.0199,0.2213,   0:31:57,,98.19468271541683
0.0997,4.147,41.589,0.4135,53.1446,0.2218,   0:32: 2,,98.19041756659591
0.0996,4.1469,41.6312,0.4131,53.2698,0.2223,   0:32: 6,,98.18615669575775
0.0995,4.1468,41.6773,0.4126,53.395,0.2229,   0:32:11,,98.18190010290235
0.0996,4.1467,41.633,0.413,53.5201,0.2234,   0:32:15,,98.1776392320642
0.0996,4.1466,41.6217,0.4131,53.6448,0.2239,   0:32:20,,98.17337836122604
0.0996,4.1465,41.6239,0.4131,53.7693,0.2244,   0:32:24,,98.16911749038788
0.0996,4.1464,41.6266,0.413,53.8939,0.2249,   0:32:29,,98.16485661954972
0.0996,4.1463,41.6221,0.413,54.0186,0.2254,   0:32:33,,98.16059574871156
0.0997,4.1462,41.5775,0.4135,54.1432,0.226,   0:32:38,,98.15633059989062
0.0997,4.1461,41.5965,0.4133,54.268,0.2265,   0:32:42,,98.15206545106969
0.0997,4.146,41.5858,0.4134,54.3927,0.227,   0:32:47,,98.14780030224878
0.0998,4.1459,41.5612,0.4136,54.5175,0.2275,   0:32:51,,98.14353087544507
0.0996,4.1458,41.6237,0.4129,54.6422,0.228,   0:32:56,,98.13927000460691
0.0997,4.1457,41.5994,0.4132,54.7669,0.2285,   0:33: 0,,98.135004855786
0.0996,4.1456,41.6184,0.4129,54.8916,0.2291,   0:33: 5,,98.13074398494783
0.0997,4.1455,41.5873,0.4132,55.0163,0.2296,   0:33: 9,,98.12647883612689
0.0997,4.1455,41.5934,0.4132,55.1415,0.2301,   0:33:14,,98.12221368730597
0.0997,4.1454,41.579,0.4133,55.2663,0.2306,   0:33:18,,98.11794853848504
0.0997,4.1452,41.5645,0.4134,55.3915,0.2311,   0:33:23,,98.11368338966412
0.0997,4.1451,41.5834,0.4132,55.5167,0.2317,   0:33:28,,98.10941824084318
0.0996,4.1451,41.5997,0.413,55.6414,0.2322,   0:33:32,,98.10515737000503
0.0996,4.145,41.6152,0.4128,55.7662,0.2327,   0:33:37,,98.10089649916686
0.0996,4.1449,41.6275,0.4127,55.8908,0.2332,   0:33:41,,98.09663562832871
0.0997,4.1448,41.5833,0.4131,56.0155,0.2337,   0:33:46,,98.09237047950778
0.0997,4.1447,41.5619,0.4133,56.1402,0.2342,   0:33:50,,98.08810533068686
0.0997,4.1446,41.5812,0.4131,56.265,0.2348,   0:33:55,,98.08384018186592
0.0997,4.1445,41.5635,0.4133,56.3896,0.2353,   0:33:59,,98.07957503304499
0.0997,4.1444,41.5757,0.4131,56.5145,0.2358,   0:34: 4,,98.07530988422407
0.0996,4.1443,41.5982,0.4129,56.6392,0.2363,   0:34: 8,,98.07104901338592
0.0996,4.1442,41.5943,0.4129,56.7639,0.2368,   0:34:13,,98.06678814254775
0.0998,4.1441,41.5361,0.4135,56.8886,0.2373,   0:34:17,,98.06251871574405
0.0997,4.144,41.5786,0.413,57.0144,0.2379,   0:34:22,,98.05825356692313
0.0997,4.1439,41.5811,0.413,57.1391,0.2384,   0:34:26,,98.0539884181022
0.0997,4.1438,41.5736,0.413,57.2639,0.2389,   0:34:31,,98.04972326928126
0.0996,4.1438,41.593,0.4128,57.3886,0.2394,   0:34:35,,98.0454623984431
0.0996,4.1436,41.6084,0.4126,57.5139,0.2399,   0:34:40,,98.04120152760495
0.0997,4.1435,41.544,0.4133,57.6385,0.2404,   0:34:44,,98.036936378784
0.0996,4.1435,41.6069,0.4126,57.7631,0.241,   0:34:49,,98.03267550794587
0.0996,4.1433,41.5821,0.4129,57.8878,0.2415,   0:34:53,,98.0284146371077
0.0997,4.1433,41.5411,0.4132,58.0126,0.242,   0:34:58,,98.02414948828677
0.0996,4.1431,41.5802,0.4128,58.1373,0.2425,   0:35: 2,,98.01988861744861
0.0997,4.1431,41.566,0.413,58.262,0.243,   0:35: 7,,98.01562346862768
0.0997,4.143,41.5685,0.4129,58.3867,0.2435,   0:35:11,,98.01135831980676
0.0996,4.1429,41.5909,0.4127,58.5114,0.2441,   0:35:16,,98.00709744896861
0.0996,4.1428,41.5832,0.4127,58.636,0.2446,   0:35:20,,98.00283657813043
0.0996,4.1427,41.5791,0.4128,58.7612,0.2451,   0:35:25,,97.99857570729228
0.0997,4.1426,41.5613,0.4129,58.8865,0.2456,   0:35:29,,97.99431055847135
0.0996,4.1425,41.5939,0.4126,59.0111,0.2461,   0:35:34,,97.99004968763319
0.0997,4.1424,41.5463,0.413,59.136,0.2467,   0:35:38,,97.98578453881225
0.0996,4.1423,41.582,0.4127,59.2611,0.2472,   0:35:43,,97.9815236679741
0.0997,4.1422,41.5544,0.4129,59.3858,0.2477,   0:35:47,,97.97725851915318
0.0996,4.1421,41.5935,0.4125,59.5104,0.2482,   0:35:52,,97.97299764831502
0.0996,4.142,41.5824,0.4126,59.635,0.2487,   0:35:56,,97.96873677747686
0.0997,4.1419,41.5614,0.4128,59.7596,0.2492,   0:36: 1,,97.96447162865593
0.0996,4.1418,41.5938,0.4124,59.8843,0.2498,   0:36: 5,,97.96021075781776
0.0997,4.1418,41.5595,0.4128,60.009,0.2503,   0:36:10,,97.95594560899683
0.0996,4.1417,41.5753,0.4126,60.1338,0.2508,   0:36:14,,97.95168473815868
0.0996,4.1416,41.5712,0.4126,60.2585,0.2513,   0:36:19,,97.94742386732051
0.0997,4.1415,41.5303,0.413,60.3832,0.2518,   0:36:23,,97.94315871849959
0.0997,4.1414,41.5595,0.4127,60.5078,0.2523,   0:36:28,,97.93889356967867
0.0996,4.1413,41.5684,0.4126,60.6324,0.2528,   0:36:32,,97.9346326988405
0.0997,4.1412,41.551,0.4127,60.7576,0.2534,   0:36:37,,97.93036755001957
0.0997,4.1412,41.5202,0.413,60.8823,0.2539,   0:36:41,,97.92610240119866
0.0996,4.141,41.5756,0.4125,61.0069,0.2544,   0:36:46,,97.92184153036048
0.0997,4.141,41.5149,0.413,61.1321,0.2549,   0:36:50,,97.91757638153956
0.0997,4.1408,41.5537,0.4126,61.2567,0.2554,   0:36:55,,97.91331123271863
0.0995,4.1408,41.6033,0.4121,61.3815,0.256,   0:36:59,,97.90905463986324
0.0995,4.1407,41.5958,0.4122,61.506,0.2565,   0:37: 4,,97.90479804700786
0.0996,4.1406,41.5748,0.4124,61.6312,0.257,   0:37: 8,,97.90053717616969
0.0996,4.1405,41.5803,0.4123,61.7563,0.2575,   0:37:13,,97.89627630533153
0.0996,4.1404,41.5727,0.4124,61.8811,0.258,   0:37:17,,97.89201543449337
0.0996,4.1403,41.5554,0.4125,62.0057,0.2585,   0:37:22,,97.88775456365522
0.0996,4.1402,41.5644,0.4124,62.1304,0.2591,   0:37:26,,97.88349369281705
0.0997,4.1402,41.5334,0.4127,62.255,0.2596,   0:37:31,,97.87922854399612
0.0997,4.1401,41.5425,0.4126,62.3797,0.2601,   0:37:35,,97.8749633951752
0.0996,4.14,41.5751,0.4123,62.5043,0.2606,   0:37:40,,97.87070252433703
0.0997,4.1399,41.5274,0.4127,62.6301,0.2611,   0:37:45,,97.86643737551611
0.0997,4.1398,41.5397,0.4126,62.7548,0.2616,   0:37:49,,97.86217222669518
0.0996,4.1397,41.5755,0.4122,62.8795,0.2622,   0:37:54,,97.85791135585701
0.0996,4.1396,41.558,0.4123,63.0042,0.2627,   0:37:58,,97.85365048501887
0.0996,4.1395,41.5536,0.4124,63.1289,0.2632,   0:38: 3,,97.84938961418071
0.0996,4.1394,41.5428,0.4125,63.2535,0.2637,   0:38: 7,,97.84512874334254
0.0995,4.1393,41.5856,0.412,63.3781,0.2642,   0:38:12,,97.84087215048717
0.0996,4.1392,41.5442,0.4124,63.5028,0.2647,   0:38:16,,97.83661127964899
0.0997,4.1392,41.5368,0.4125,63.6276,0.2652,   0:38:21,,97.83234613082807
0.0997,4.1391,41.5091,0.4127,63.7523,0.2658,   0:38:25,,97.82808098200714
0.0997,4.139,41.5151,0.4127,63.8775,0.2663,   0:38:30,,97.82381583318622
0.0997,4.1389,41.5008,0.4128,64.0024,0.2668,   0:38:34,,97.81955068436528
0.0996,4.1388,41.5498,0.4123,64.1271,0.2673,   0:38:39,,97.81528981352713
0.0997,4.1387,41.5187,0.4126,64.2518,0.2678,   0:38:43,,97.8110246647062
0.0997,4.1387,41.5051,0.4127,64.3765,0.2683,   0:38:48,,97.80675951588526
0.0997,4.1385,41.5039,0.4127,64.5023,0.2689,   0:38:52,,97.80249436706433
0.0997,4.1385,41.5198,0.4125,64.6269,0.2694,   0:38:57,,97.79822921824342
0.0997,4.1384,41.4954,0.4127,64.7522,0.2699,   0:39: 1,,97.79396406942247
0.0997,4.1383,41.5044,0.4126,64.8773,0.2704,   0:39: 6,,97.78969892060157
0.0998,4.1382,41.4736,0.4129,65.0021,0.2709,   0:39:10,,97.78542949379786
0.0996,4.1381,41.5295,0.4123,65.1273,0.2715,   0:39:15,,97.7811686229597
0.0997,4.138,41.5255,0.4124,65.2526,0.272,   0:39:19,,97.77690347413876
0.0997,4.1379,41.5211,0.4124,65.3773,0.2725,   0:39:24,,97.77263832531786
0.0996,4.1379,41.5404,0.4122,65.5021,0.273,   0:39:28,,97.76837745447968
0.0997,4.1378,41.523,0.4123,65.6268,0.2735,   0:39:33,,97.76411230565876
0.0998,4.1377,41.4754,0.4128,65.7515,0.274,   0:39:37,,97.75984287885505
0.0996,4.1376,41.5412,0.4121,65.8761,0.2746,   0:39:42,,97.7555820080169
0.0997,4.1375,41.5135,0.4124,66.0007,0.2751,   0:39:46,,97.75131685919597
0.0997,4.1374,41.4994,0.4125,66.1255,0.2756,   0:39:51,,97.74705171037505
0.0997,4.1373,41.4883,0.4126,66.2508,0.2761,   0:39:55,,97.74278656155411
0.0997,4.1372,41.5043,0.4124,66.3766,0.2766,   0:40: 0,,97.73852141273319
0.0997,4.1372,41.5167,0.4123,66.5013,0.2771,   0:40: 4,,97.73425626391226
0.0996,4.1371,41.5257,0.4122,66.626,0.2777,   0:40: 9,,97.72999539307409
0.0997,4.137,41.5151,0.4123,66.7507,0.2782,   0:40:13,,97.72573024425316
0.0997,4.1369,41.5012,0.4124,66.8759,0.2787,   0:40:18,,97.72146509543225
0.0996,4.1368,41.5535,0.4118,67.0006,0.2792,   0:40:22,,97.71720422459408
0.0995,4.1368,41.5561,0.4118,67.1253,0.2797,   0:40:27,,97.7129476317387
0.0996,4.1367,41.5319,0.412,67.2504,0.2802,   0:40:31,,97.70868676090055
0.0997,4.1366,41.4807,0.4125,67.3752,0.2808,   0:40:36,,97.7044216120796
0.0997,4.1365,41.4933,0.4124,67.4999,0.2813,   0:40:40,,97.70015646325868
0.0997,4.1364,41.4888,0.4124,67.6246,0.2818,   0:40:45,,97.69589131443774
0.0997,4.1363,41.4782,0.4125,67.7492,0.2823,   0:40:49,,97.69162616561682
0.0996,4.1362,41.5142,0.4121,67.8739,0.2828,   0:40:54,,97.68736529477866
0.0996,4.1361,41.5099,0.4121,67.9991,0.2833,   0:40:58,,97.6831044239405
0.0996,4.1361,41.5157,0.4121,68.1238,0.2839,   0:41: 3,,97.67884355310234
0.0997,4.136,41.5016,0.4122,68.249,0.2844,   0:41: 7,,97.6745784042814
0.0996,4.1359,41.5175,0.412,68.3736,0.2849,   0:41:12,,97.67031753344325
0.0997,4.1358,41.4898,0.4123,68.4983,0.2854,   0:41:16,,97.66605238462233
0.0997,4.1357,41.4792,0.4124,68.6235,0.2859,   0:41:21,,97.6617872358014
0.0997,4.1356,41.4881,0.4122,68.7488,0.2864,   0:41:26,,97.65752208698048
0.0997,4.1356,41.4606,0.4125,68.8742,0.287,   0:41:30,,97.65325693815954
0.0997,4.1354,41.4962,0.4121,68.9989,0.2875,   0:41:35,,97.64899178933862
0.0997,4.1354,41.4888,0.4122,69.1236,0.288,   0:41:39,,97.64472664051769
0.0997,4.1353,41.498,0.4121,69.2484,0.2885,   0:41:44,,97.64046149169675
0.0996,4.1352,41.5142,0.4119,69.373,0.289,   0:41:48,,97.63620062085859
0.0997,4.1351,41.4731,0.4123,69.4977,0.2895,   0:41:53,,97.63193547203768
0.0997,4.135,41.4789,0.4122,69.6224,0.2901,   0:41:57,,97.62767032321675
0.0997,4.135,41.4947,0.412,69.7476,0.2906,   0:42: 2,,97.62340517439581
0.0997,4.1349,41.4738,0.4122,69.8722,0.2911,   0:42: 6,,97.61914002557488
0.0995,4.1348,41.55,0.4115,69.9967,0.2916,   0:42:11,,97.6148834327195
0.0996,4.1348,41.526,0.4117,70.1218,0.2921,   0:42:15,,97.61062256188133
0.0996,4.1346,41.5183,0.4118,70.247,0.2926,   0:42:20,,97.60636169104318
0.0997,4.1346,41.4574,0.4123,70.3717,0.2931,   0:42:24,,97.60209654222226
0.0998,4.1345,41.443,0.4125,70.497,0.2937,   0:42:29,,97.59782711541855
0.0996,4.1344,41.4923,0.412,70.6216,0.2942,   0:42:33,,97.59356624458039
0.0996,4.1343,41.5214,0.4117,70.7463,0.2947,   0:42:38,,97.58930537374223
0.0997,4.1342,41.4471,0.4124,70.8709,0.2952,   0:42:42,,97.58504022492131
0.0996,4.1342,41.5,0.4118,70.9957,0.2957,   0:42:47,,97.58077935408313
0.0997,4.134,41.4753,0.4121,71.1203,0.2962,   0:42:51,,97.57651420526223
0.0996,4.134,41.4983,0.4118,71.245,0.2968,   0:42:56,,97.57225333442406
0.0996,4.1339,41.4943,0.4118,71.3702,0.2973,   0:43: 0,,97.56799246358591
0.0997,4.1338,41.4564,0.4122,71.4949,0.2978,   0:43: 5,,97.56372731476498
0.0997,4.1337,41.459,0.4122,71.6202,0.2983,   0:43: 9,,97.55946216594405
0.0997,4.1337,41.4717,0.412,71.7449,0.2988,   0:43:14,,97.55519701712312
0.0995,4.1336,41.5242,0.4115,71.8696,0.2993,   0:43:18,,97.55094042426774
0.0996,4.1335,41.4934,0.4118,71.9949,0.2999,   0:43:23,,97.54667955342957
0.0997,4.1334,41.4725,0.412,72.1196,0.3004,   0:43:27,,97.54241440460864
0.0996,4.1333,41.4816,0.4119,72.2443,0.3009,   0:43:32,,97.53815353377048
0.0997,4.1333,41.4609,0.412,72.3691,0.3014,   0:43:36,,97.53388838494956
0.0997,4.1332,41.4502,0.4121,72.4938,0.3019,   0:43:41,,97.52962323612863
0.0997,4.1331,41.4458,0.4122,72.6185,0.3024,   0:43:45,,97.5253580873077
0.0997,4.133,41.4654,0.412,72.7432,0.303,   0:43:50,,97.52109293848676
0.0996,4.1329,41.4811,0.4118,72.868,0.3035,   0:43:54,,97.51683206764861
0.0996,4.1329,41.484,0.4117,72.9926,0.304,   0:43:59,,97.51257119681046
0.0996,4.1328,41.486,0.4117,73.1174,0.3045,   0:44: 3,,97.5083103259723
0.0997,4.1327,41.4721,0.4118,73.2421,0.305,   0:44: 8,,97.50404517715137
0.0996,4.1326,41.4748,0.4118,73.3667,0.3055,   0:44:12,,97.4997843063132
0.0997,4.1325,41.4704,0.4118,73.4924,0.306,   0:44:17,,97.49551915749227
0.0997,4.1325,41.4697,0.4118,73.6172,0.3066,   0:44:21,,97.49125400867136
0.0996,4.1324,41.4756,0.4117,73.7419,0.3071,   0:44:26,,97.4869931378332
0.0997,4.1323,41.4314,0.4121,73.8671,0.3076,   0:44:30,,97.48272798901226
0.0996,4.1322,41.4771,0.4117,73.9922,0.3081,   0:44:35,,97.47846711817411
0.0996,4.1321,41.4796,0.4116,74.117,0.3086,   0:44:39,,97.47420624733594
0.0997,4.1321,41.4258,0.4122,74.2422,0.3091,   0:44:44,,97.46994109851501
0.0997,4.132,41.4381,0.412,74.3673,0.3097,   0:44:49,,97.4656759496941
0.0996,4.1319,41.4872,0.4115,74.492,0.3102,   0:44:53,,97.46141507885592
0.0996,4.1318,41.4968,0.4114,74.6166,0.3107,   0:44:58,,97.45715420801777
0.0998,4.1317,41.4158,0.4122,74.7412,0.3112,   0:45: 2,,97.45288478121407
0.0996,4.1317,41.4818,0.4115,74.8659,0.3117,   0:45: 7,,97.44862391037591
0.0998,4.1316,41.4008,0.4123,74.9905,0.3122,   0:45:11,,97.44435448357221
0.0997,4.1315,41.4335,0.412,75.1158,0.3128,   0:45:16,,97.44008933475129
0.0997,4.1314,41.4494,0.4118,75.2405,0.3133,   0:45:20,,97.43582418593036
0.0995,4.1314,41.5154,0.4111,75.3651,0.3138,   0:45:25,,97.43156759307496
0.0995,4.1313,41.5178,0.4111,75.4897,0.3143,   0:45:29,,97.42731100021958
0.0996,4.1312,41.4738,0.4115,75.6143,0.3148,   0:45:34,,97.42305012938142
0.0996,4.1311,41.4796,0.4114,75.74,0.3153,   0:45:38,,97.41878925854326
0.0997,4.1311,41.4455,0.4118,75.8646,0.3159,   0:45:43,,97.41452410972235
0.0997,4.131,41.4513,0.4117,75.9898,0.3164,   0:45:47,,97.4102589609014
