I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0996,3.3711,33.8379,0.3359,2210.7671,8.4116,  22:10:26,,23.70710126884884
0.0996,3.3711,33.8535,0.3357,2210.8916,8.412,  22:10:31,,23.702840398010682
0.0996,3.371,33.8473,0.3357,2211.0164,8.4124,  22:10:35,,23.698579527172527
0.0995,3.3709,33.8765,0.3354,2211.1416,8.4129,  22:10:40,,23.694322934317135
0.0997,3.3708,33.824,0.3359,2211.2661,8.4133,  22:10:44,,23.6900577854962
0.0996,3.3708,33.8533,0.3356,2211.3909,8.4137,  22:10:49,,23.685796914658045
0.0996,3.3707,33.8334,0.3358,2211.5154,8.4141,  22:10:53,,23.681536043819886
0.0996,3.3706,33.8516,0.3356,2211.6409,8.4145,  22:10:58,,23.677275172981734
0.0996,3.3705,33.8509,0.3356,2211.7656,8.415,  22:11: 2,,23.673014302143578
0.0996,3.3705,33.8259,0.3358,2211.8901,8.4154,  22:11: 7,,23.66875343130542
0.0995,3.3704,33.8876,0.3352,2212.0146,8.4158,  22:11:11,,23.664496838450027
0.0996,3.3703,33.8408,0.3357,2212.1392,8.4162,  22:11:16,,23.66023596761187
0.0995,3.3703,33.8753,0.3353,2212.2637,8.4166,  22:11:20,,23.65597937475648
0.0996,3.3702,33.8529,0.3355,2212.3889,8.4171,  22:11:25,,23.651718503918325
0.0996,3.3701,33.8331,0.3357,2212.5134,8.4175,  22:11:29,,23.64745763308017
0.0995,3.37,33.8592,0.3354,2212.6379,8.4179,  22:11:34,,23.643201040224778
0.0995,3.3699,33.8749,0.3352,2212.7627,8.4183,  22:11:38,,23.638944447369383
0.0996,3.3699,33.8252,0.3357,2212.8872,8.4187,  22:11:43,,23.63468357653123
0.0995,3.3698,33.8734,0.3352,2213.0117,8.4192,  22:11:47,,23.630426983675836
0.0995,3.3697,33.8701,0.3353,2213.1362,8.4196,  22:11:52,,23.626170390820445
0.0996,3.3697,33.8477,0.3355,2213.2607,8.42,  22:11:56,,23.62190951998229
0.0996,3.3696,33.8274,0.3356,2213.3853,8.4204,  22:12: 1,,23.617648649144133
0.0995,3.3695,33.8595,0.3353,2213.5103,8.4208,  22:12: 5,,23.61339205628874
0.0995,3.3694,33.856,0.3353,2213.6348,8.4213,  22:12:10,,23.609135463433347
0.0997,3.3694,33.8121,0.3358,2213.7595,8.4217,  22:12:14,,23.604870314612413
0.0995,3.3693,33.8493,0.3354,2213.8845,8.4221,  22:12:19,,23.600613721757018
0.0996,3.3692,33.8401,0.3354,2214.0093,8.4225,  22:12:24,,23.596352850918866
0.0994,3.3691,33.8858,0.335,2214.1343,8.4229,  22:12:28,,23.59210053604624
0.0995,3.3691,33.855,0.3353,2214.259,8.4234,  22:12:33,,23.587843943190844
0.0997,3.369,33.8079,0.3357,2214.3835,8.4238,  22:12:37,,23.58357879436991
0.0995,3.3689,33.8696,0.3351,2214.5081,8.4242,  22:12:42,,23.579322201514515
0.0996,3.3688,33.8392,0.3354,2214.6326,8.4246,  22:12:46,,23.575061330676363
0.0995,3.3688,33.8604,0.3352,2214.7571,8.425,  22:12:51,,23.570804737820968
0.0996,3.3687,33.8271,0.3355,2214.8816,8.4255,  22:12:55,,23.566543866982812
0.0996,3.3686,33.8209,0.3355,2215.0063,8.4259,  22:13: 0,,23.562282996144656
0.0996,3.3686,33.8065,0.3357,2215.1311,8.4263,  22:13: 4,,23.5580221253065
0.0995,3.3685,33.8439,0.3353,2215.2559,8.4267,  22:13: 9,,23.553765532451106
0.0996,3.3684,33.824,0.3354,2215.3809,8.4271,  22:13:13,,23.549504661612954
0.0996,3.3684,33.8181,0.3355,2215.5061,8.4276,  22:13:18,,23.545243790774794
0.0996,3.3683,33.8226,0.3354,2215.6306,8.428,  22:13:22,,23.54098291993664
0.0996,3.3681,33.8241,0.3354,2215.7554,8.4284,  22:13:27,,23.536722049098486
0.0996,3.3681,33.8263,0.3354,2215.8799,8.4288,  22:13:31,,23.532461178260327
0.0995,3.368,33.8366,0.3352,2216.0051,8.4292,  22:13:36,,23.528204585404936
0.0997,3.368,33.795,0.3356,2216.1296,8.4297,  22:13:40,,23.523939436584
0.0995,3.3679,33.8542,0.335,2216.2542,8.4301,  22:13:45,,23.51968284372861
0.0995,3.3678,33.8369,0.3352,2216.3789,8.4305,  22:13:49,,23.51542625087322
0.0995,3.3677,33.8309,0.3352,2216.5034,8.4309,  22:13:54,,23.511169658017824
0.0996,3.3677,33.8083,0.3355,2216.6282,8.4313,  22:13:58,,23.50690878717967
0.0995,3.3676,33.8431,0.3351,2216.7527,8.4318,  22:14: 3,,23.502652194324273
0.0996,3.3675,33.8232,0.3353,2216.8772,8.4322,  22:14: 7,,23.49839132348612
0.0997,3.3674,33.7735,0.3358,2217.0022,8.4326,  22:14:12,,23.494126174665183
0.0997,3.3674,33.7864,0.3356,2217.127,8.433,  22:14:16,,23.48986102584425
0.0996,3.3673,33.8153,0.3353,2217.252,8.4334,  22:14:21,,23.485600155006093
0.0995,3.3672,33.8447,0.335,2217.3765,8.4339,  22:14:25,,23.4813435621507
0.0995,3.3671,33.8249,0.3352,2217.5015,8.4343,  22:14:30,,23.477086969295307
0.0996,3.367,33.8211,0.3352,2217.626,8.4347,  22:14:34,,23.47282609845715
0.0995,3.367,33.8234,0.3352,2217.7505,8.4351,  22:14:39,,23.46856950560176
0.0995,3.3669,33.8472,0.3349,2217.8752,8.4355,  22:14:43,,23.46431291274637
0.0995,3.3668,33.8247,0.3351,2218.0,8.436,  22:14:48,,23.460056319890978
0.0996,3.3668,33.7993,0.3354,2218.1248,8.4364,  22:14:52,,23.45579544905282
0.0996,3.3667,33.7878,0.3355,2218.2493,8.4368,  22:14:57,,23.451534578214662
0.0994,3.3666,33.8548,0.3348,2218.3738,8.4372,  22:15: 1,,23.447282263342036
0.0995,3.3665,33.8241,0.3351,2218.4983,8.4376,  22:15: 6,,23.443025670486644
0.0996,3.3664,33.8043,0.3353,2218.6228,8.4381,  22:15:10,,23.43876479964849
0.0995,3.3664,33.8339,0.335,2218.748,8.4385,  22:15:15,,23.434508206793097
0.0995,3.3663,33.8166,0.3351,2218.8726,8.4389,  22:15:19,,23.430251613937706
0.0996,3.3663,33.7969,0.3353,2218.9971,8.4393,  22:15:24,,23.425990743099547
0.0995,3.3662,33.8288,0.335,2219.1233,8.4397,  22:15:28,,23.421734150244156
0.0996,3.3661,33.7818,0.3354,2219.2478,8.4402,  22:15:33,,23.417473279406
0.0996,3.366,33.7864,0.3353,2219.373,8.4406,  22:15:37,,23.413212408567844
0.0996,3.3659,33.7884,0.3353,2219.4976,8.441,  22:15:42,,23.40895153772969
0.0995,3.3659,33.8231,0.335,2219.6221,8.4414,  22:15:46,,23.404694944874297
0.0997,3.3658,33.7733,0.3354,2219.7466,8.4418,  22:15:51,,23.40042979605336
0.0996,3.3657,33.8082,0.3351,2219.8711,8.4423,  22:15:55,,23.396168925215203
0.0997,3.3656,33.7528,0.3356,2219.9958,8.4427,  22:16: 0,,23.39190377639427
0.0997,3.3656,33.7682,0.3354,2220.1204,8.4431,  22:16: 4,,23.387638627573335
0.0996,3.3655,33.8029,0.3351,2220.2451,8.4435,  22:16: 9,,23.383377756735175
0.0997,3.3654,33.7725,0.3354,2220.3699,8.4439,  22:16:14,,23.379112607914244
0.0996,3.3653,33.7906,0.3352,2220.4944,8.4444,  22:16:18,,23.374851737076085
0.0996,3.3653,33.7898,0.3352,2220.6189,8.4448,  22:16:23,,23.37059086623793
0.0995,3.3652,33.8137,0.3349,2220.7437,8.4452,  22:16:27,,23.366334273382538
0.0996,3.3651,33.7773,0.3353,2220.8682,8.4456,  22:16:32,,23.362073402544382
0.0995,3.365,33.8066,0.335,2220.9934,8.446,  22:16:36,,23.357816809688988
0.0995,3.365,33.8251,0.3348,2221.1179,8.4465,  22:16:41,,23.353560216833596
0.0995,3.3649,33.819,0.3348,2221.2424,8.4469,  22:16:45,,23.34930362397821
0.0996,3.3648,33.7826,0.3351,2221.3669,8.4473,  22:16:50,,23.34504275314005
0.0996,3.3647,33.7761,0.3352,2221.4915,8.4477,  22:16:54,,23.340781882301894
0.0995,3.3647,33.8029,0.3349,2221.616,8.4481,  22:16:59,,23.336525289446502
0.0995,3.3646,33.8105,0.3348,2221.7407,8.4486,  22:17: 3,,23.33226869659111
0.0995,3.3645,33.8288,0.3346,2221.8652,8.449,  22:17: 8,,23.328012103735716
0.0995,3.3645,33.8034,0.3349,2221.9897,8.4494,  22:17:12,,23.323755510880325
0.0996,3.3644,33.7837,0.335,2222.114,8.4498,  22:17:17,,23.31949464004217
0.0997,3.3643,33.7554,0.3353,2222.2393,8.4502,  22:17:21,,23.315229491221235
0.0996,3.3642,33.7684,0.3352,2222.3643,8.4507,  22:17:26,,23.310968620383075
0.0995,3.3641,33.8002,0.3348,2222.4888,8.4511,  22:17:30,,23.306712027527684
0.0995,3.3641,33.8105,0.3347,2222.6138,8.4515,  22:17:35,,23.302455434672297
0.0996,3.364,33.7796,0.335,2222.7383,8.4519,  22:17:39,,23.298194563834137
0.0997,3.3639,33.7544,0.3352,2222.8635,8.4523,  22:17:44,,23.2939294150132
0.0995,3.3639,33.8003,0.3348,2222.988,8.4528,  22:17:48,,23.28967282215781
0.0996,3.3638,33.7693,0.3351,2223.1125,8.4532,  22:17:53,,23.285411951319652
0.0996,3.3637,33.7796,0.335,2223.2371,8.4536,  22:17:57,,23.2811510804815
0.0996,3.3637,33.7573,0.3352,2223.3618,8.454,  22:18: 2,,23.27689020964334
0.0996,3.3636,33.7725,0.335,2223.4866,8.4544,  22:18: 6,,23.27262933880519
0.0996,3.3635,33.7825,0.3349,2223.6118,8.4549,  22:18:11,,23.26836846796703
0.0996,3.3634,33.7547,0.3351,2223.7366,8.4553,  22:18:15,,23.264107597128874
0.0996,3.3633,33.7593,0.3351,2223.8616,8.4557,  22:18:20,,23.259846726290718
0.0996,3.3633,33.7831,0.3348,2223.9861,8.4561,  22:18:24,,23.255585855452562
0.0995,3.3632,33.7931,0.3347,2224.1108,8.4565,  22:18:29,,23.25132926259717
0.0996,3.3631,33.7571,0.3351,2224.2363,8.457,  22:18:33,,23.247068391759015
0.0997,3.363,33.7375,0.3352,2224.3618,8.4574,  22:18:38,,23.242803242938077
0.0996,3.363,33.7557,0.335,2224.4868,8.4578,  22:18:42,,23.238542372099925
0.0996,3.3629,33.7494,0.3351,2224.6111,8.4582,  22:18:47,,23.234281501261766
0.0996,3.3628,33.7705,0.3349,2224.7363,8.4586,  22:18:51,,23.230020630423613
0.0996,3.3627,33.7587,0.335,2224.8608,8.4591,  22:18:56,,23.225759759585454
0.0995,3.3626,33.7798,0.3347,2224.9854,8.4595,  22:19: 0,,23.221503166730063
0.0996,3.3626,33.7654,0.3349,2225.1104,8.4599,  22:19: 5,,23.217242295891907
0.0996,3.3625,33.7593,0.3349,2225.2356,8.4603,  22:19: 9,,23.21298142505375
0.0996,3.3624,33.7694,0.3348,2225.3601,8.4607,  22:19:14,,23.208720554215596
0.0996,3.3623,33.744,0.335,2225.4846,8.4612,  22:19:18,,23.204459683377436
0.0996,3.3623,33.7704,0.3348,2225.6094,8.4616,  22:19:23,,23.200198812539284
0.0995,3.3622,33.8051,0.3344,2225.7344,8.462,  22:19:27,,23.19594221968389
0.0996,3.3621,33.7715,0.3347,2225.8594,8.4624,  22:19:32,,23.191681348845737
0.0995,3.362,33.7791,0.3346,2225.9839,8.4628,  22:19:36,,23.187424755990342
0.0995,3.3619,33.7918,0.3345,2226.1086,8.4633,  22:19:41,,23.18316816313495
0.0996,3.3619,33.7667,0.3347,2226.2332,8.4637,  22:19:45,,23.178907292296795
0.0996,3.3618,33.7685,0.3347,2226.3577,8.4641,  22:19:50,,23.17464642145864
0.0995,3.3617,33.7731,0.3346,2226.4829,8.4645,  22:19:54,,23.17038982860325
0.0996,3.3616,33.7452,0.3349,2226.6084,8.4649,  22:19:59,,23.16612895776509
0.0995,3.3616,33.7689,0.3346,2226.7329,8.4654,  22:20: 4,,23.1618723649097
0.0995,3.3615,33.7789,0.3345,2226.8574,8.4658,  22:20: 8,,23.157615772054307
0.0995,3.3614,33.7672,0.3346,2226.9819,8.4662,  22:20:13,,23.153359179198915
0.0995,3.3613,33.7801,0.3345,2227.1067,8.4666,  22:20:17,,23.149102586343524
0.0996,3.3613,33.7522,0.3347,2227.2319,8.467,  22:20:22,,23.144841715505365
0.0996,3.3612,33.7541,0.3347,2227.3564,8.4675,  22:20:26,,23.14058084466721
0.0996,3.3611,33.7563,0.3347,2227.4814,8.4679,  22:20:31,,23.136319973829053
0.0996,3.361,33.7392,0.3348,2227.606,8.4683,  22:20:35,,23.132059102990898
0.0996,3.361,33.7575,0.3346,2227.7307,8.4687,  22:20:40,,23.12779823215274
0.0997,3.3609,33.7158,0.335,2227.8555,8.4691,  22:20:44,,23.123533083331807
0.0996,3.3608,33.7504,0.3347,2227.98,8.4696,  22:20:49,,23.119272212493648
0.0996,3.3607,33.7469,0.3347,2228.1045,8.47,  22:20:53,,23.115011341655496
0.0995,3.3607,33.7897,0.3342,2228.229,8.4704,  22:20:58,,23.1107547488001
0.0995,3.3606,33.7674,0.3345,2228.3535,8.4708,  22:21: 2,,23.10649815594471
0.0995,3.3605,33.7878,0.3342,2228.4785,8.4712,  22:21: 7,,23.10224156308932
0.0996,3.3604,33.7247,0.3348,2228.603,8.4717,  22:21:11,,23.097980692251163
0.0997,3.3603,33.7187,0.3349,2228.7278,8.4721,  22:21:16,,23.09371554343023
0.0996,3.3603,33.7423,0.3346,2228.8523,8.4725,  22:21:20,,23.089454672592073
0.0997,3.3602,33.7011,0.335,2228.9768,8.4729,  22:21:25,,23.085189523771135
0.0995,3.3601,33.7677,0.3344,2229.1016,8.4733,  22:21:29,,23.080932930915743
0.0997,3.36,33.7154,0.3349,2229.2263,8.4738,  22:21:34,,23.07666778209481
0.0997,3.3599,33.7172,0.3348,2229.3508,8.4742,  22:21:38,,23.07240263327387
0.0996,3.3599,33.733,0.3347,2229.4756,8.4746,  22:21:43,,23.068141762435715
0.0996,3.3598,33.7187,0.3348,2229.6008,8.475,  22:21:47,,23.06388089159756
0.0997,3.3598,33.6829,0.3351,2229.7256,8.4754,  22:21:52,,23.059615742776625
0.0996,3.3596,33.7412,0.3345,2229.8501,8.4759,  22:21:56,,23.05535487193847
0.0998,3.3596,33.6703,0.3352,2229.9749,8.4763,  22:22: 1,,23.05108544513477
0.0997,3.3595,33.6965,0.3349,2230.0996,8.4767,  22:22: 5,,23.046820296313832
0.0995,3.3594,33.75,0.3344,2230.2241,8.4771,  22:22:10,,23.04256370345844
0.0997,3.3593,33.7058,0.3348,2230.3494,8.4775,  22:22:14,,23.038298554637507
0.0995,3.3593,33.7675,0.3342,2230.4739,8.478,  22:22:19,,23.034041961782115
0.0995,3.3592,33.7613,0.3342,2230.5984,8.4784,  22:22:23,,23.02978536892672
0.0997,3.3591,33.6982,0.3348,2230.7234,8.4788,  22:22:28,,23.025520220105786
0.0996,3.3591,33.7356,0.3345,2230.8479,8.4792,  22:22:32,,23.02125934926763
0.0997,3.359,33.7048,0.3347,2230.9736,8.4796,  22:22:37,,23.016994200446696
0.0996,3.3589,33.7393,0.3344,2231.0984,8.4801,  22:22:41,,23.01273332960854
0.0997,3.3588,33.6949,0.3348,2231.2229,8.4805,  22:22:46,,23.008468180787602
0.0997,3.3587,33.6971,0.3348,2231.3486,8.4809,  22:22:50,,23.004203031966668
0.0996,3.3587,33.71,0.3346,2231.4731,8.4813,  22:22:55,,22.999942161128512
0.0996,3.3586,33.7338,0.3344,2231.5984,8.4817,  22:22:59,,22.995681290290356
0.0996,3.3585,33.7355,0.3344,2231.7231,8.4822,  22:23: 4,,22.9914204194522
0.0996,3.3584,33.7237,0.3345,2231.8479,8.4826,  22:23: 8,,22.987159548614045
0.0995,3.3584,33.7394,0.3343,2231.9724,8.483,  22:23:13,,22.982902955758654
0.0996,3.3583,33.7198,0.3345,2232.0969,8.4834,  22:23:17,,22.978642084920494
0.0996,3.3582,33.7164,0.3345,2232.2222,8.4838,  22:23:22,,22.97438121408234
0.0995,3.3582,33.7349,0.3343,2232.3467,8.4843,  22:23:26,,22.970124621226947
0.0995,3.358,33.7553,0.3341,2232.4712,8.4847,  22:23:31,,22.965868028371556
0.0997,3.358,33.6948,0.3347,2232.5957,8.4851,  22:23:35,,22.961602879550618
0.0996,3.3579,33.6995,0.3346,2232.7202,8.4855,  22:23:40,,22.957342008712462
0.0996,3.3578,33.7176,0.3344,2232.8455,8.4859,  22:23:44,,22.953081137874307
0.0996,3.3577,33.7087,0.3345,2232.9707,8.4864,  22:23:49,,22.94882026703615
0.0996,3.3577,33.6999,0.3345,2233.0952,8.4868,  22:23:53,,22.944559396198
0.0995,3.3576,33.7344,0.3342,2233.2197,8.4872,  22:23:58,,22.940302803342604
0.0997,3.3575,33.6875,0.3346,2233.3445,8.4876,  22:24: 3,,22.93603765452167
0.0997,3.3574,33.6837,0.3346,2233.469,8.488,  22:24: 7,,22.93177250570073
0.0996,3.3574,33.7212,0.3343,2233.5938,8.4885,  22:24:12,,22.927511634862576
0.0995,3.3572,33.7255,0.3342,2233.719,8.4889,  22:24:16,,22.923255042007185
0.0996,3.3572,33.6981,0.3345,2233.8438,8.4893,  22:24:21,,22.91899417116903
0.0997,3.3571,33.678,0.3346,2233.9683,8.4897,  22:24:25,,22.914729022348094
0.0996,3.357,33.6909,0.3345,2234.0933,8.4901,  22:24:30,,22.910468151509935
0.0996,3.357,33.7091,0.3343,2234.2185,8.4906,  22:24:34,,22.90620728067178
0.0996,3.3569,33.7192,0.3342,2234.343,8.491,  22:24:39,,22.901946409833627
0.0996,3.3568,33.7157,0.3342,2234.4675,8.4914,  22:24:43,,22.897685538995468
0.0996,3.3567,33.6906,0.3344,2234.592,8.4918,  22:24:48,,22.893424668157316
0.0997,3.3566,33.676,0.3346,2234.7168,8.4922,  22:24:52,,22.889159519336378
0.0996,3.3566,33.7024,0.3343,2234.8416,8.4927,  22:24:57,,22.884898648498222
0.0996,3.3565,33.7152,0.3342,2234.967,8.4931,  22:25: 1,,22.880637777660066
0.0996,3.3564,33.7117,0.3342,2235.0916,8.4935,  22:25: 6,,22.87637690682191
0.0995,3.3563,33.7163,0.3341,2235.2163,8.4939,  22:25:10,,22.87212031396652
0.0996,3.3562,33.691,0.3343,2235.3413,8.4943,  22:25:15,,22.86785944312836
0.0996,3.3562,33.7011,0.3342,2235.4661,8.4948,  22:25:19,,22.863598572290204
0.0996,3.3561,33.7032,0.3342,2235.5911,8.4952,  22:25:24,,22.85933770145205
0.0995,3.356,33.724,0.334,2235.7156,8.4956,  22:25:28,,22.855081108596657
0.0995,3.356,33.7317,0.3339,2235.8401,8.496,  22:25:33,,22.850824515741266
0.0994,3.3559,33.766,0.3335,2235.9666,8.4964,  22:25:37,,22.846572200868636
0.0995,3.3558,33.7218,0.3339,2236.0913,8.4969,  22:25:42,,22.842315608013244
0.0996,3.3557,33.6965,0.3342,2236.2158,8.4973,  22:25:46,,22.83805473717509
0.0997,3.3556,33.6742,0.3344,2236.3408,8.4977,  22:25:51,,22.833789588354154
0.0996,3.3556,33.6761,0.3344,2236.4656,8.4981,  22:25:55,,22.829528717516
0.0997,3.3555,33.6729,0.3344,2236.5906,8.4985,  22:26: 0,,22.82526356869506
0.0996,3.3554,33.6965,0.3341,2236.7156,8.499,  22:26: 4,,22.82100269785691
0.0996,3.3553,33.7008,0.3341,2236.8403,8.4994,  22:26: 9,,22.81674182701875
0.0995,3.3552,33.7108,0.3339,2236.9648,8.4998,  22:26:13,,22.812485234163358
0.0996,3.3552,33.6861,0.3342,2237.0894,8.5002,  22:26:18,,22.808224363325202
0.0996,3.3552,33.6991,0.334,2237.2139,8.5006,  22:26:22,,22.803963492487046
0.0996,3.3551,33.6899,0.3341,2237.3386,8.5011,  22:26:27,,22.79970262164889
0.0995,3.355,33.7081,0.3339,2237.4636,8.5015,  22:26:31,,22.7954460287935
0.0996,3.3549,33.6881,0.3341,2237.5889,8.5019,  22:26:36,,22.791185157955343
0.0996,3.3548,33.6684,0.3343,2237.7134,8.5023,  22:26:40,,22.786924287117184
0.0995,3.3547,33.7082,0.3339,2237.8386,8.5027,  22:26:45,,22.782667694261793
0.0996,3.3546,33.691,0.334,2237.9631,8.5032,  22:26:49,,22.778406823423637
0.0996,3.3546,33.696,0.334,2238.0876,8.5036,  22:26:54,,22.77414595258548
0.0996,3.3545,33.6949,0.334,2238.2122,8.504,  22:26:58,,22.769885081747326
0.0996,3.3544,33.6861,0.334,2238.3369,8.5044,  22:27: 3,,22.76562421090917
0.0996,3.3543,33.6745,0.3341,2238.4614,8.5048,  22:27: 7,,22.761363340071014
0.0995,3.3543,33.72,0.3337,2238.5867,8.5052,  22:27:12,,22.757106747215623
0.0997,3.3542,33.6378,0.3345,2238.7114,8.5057,  22:27:17,,22.752841598394685
0.0996,3.3541,33.6883,0.3339,2238.8359,8.5061,  22:27:21,,22.74858072755653
0.0996,3.354,33.6685,0.3341,2238.9607,8.5065,  22:27:26,,22.744319856718374
0.0996,3.354,33.6899,0.3339,2239.0857,8.5069,  22:27:30,,22.740058985880218
0.0996,3.3539,33.678,0.334,2239.2102,8.5073,  22:27:35,,22.735798115042062
0.0997,3.3538,33.6392,0.3344,2239.335,8.5078,  22:27:39,,22.731532966221128
0.0996,3.3537,33.6681,0.3341,2239.4597,8.5082,  22:27:44,,22.727272095382972
0.0996,3.3536,33.6648,0.3341,2239.5842,8.5086,  22:27:48,,22.723011224544816
0.0996,3.3535,33.6557,0.3342,2239.7095,8.509,  22:27:53,,22.71875035370666
0.0995,3.3535,33.6932,0.3338,2239.834,8.5094,  22:27:57,,22.71449376085127
0.0995,3.3534,33.6976,0.3337,2239.9585,8.5099,  22:28: 2,,22.710237167995874
0.0996,3.3533,33.6615,0.3341,2240.0837,8.5103,  22:28: 6,,22.70597629715772
0.0997,3.3532,33.6445,0.3342,2240.2083,8.5107,  22:28:11,,22.701711148336784
0.0995,3.3532,33.6845,0.3338,2240.333,8.5111,  22:28:15,,22.697454555481393
0.0996,3.3531,33.6757,0.3339,2240.4575,8.5115,  22:28:20,,22.693193684643234
0.0995,3.353,33.6855,0.3338,2240.582,8.5119,  22:28:24,,22.688937091787842
0.0996,3.3529,33.6606,0.334,2240.7068,8.5124,  22:28:29,,22.684676220949687
0.0996,3.3529,33.6543,0.334,2240.8313,8.5128,  22:28:33,,22.68041535011153
0.0997,3.3528,33.6452,0.3341,2240.9558,8.5132,  22:28:38,,22.676150201290596
0.0997,3.3527,33.6336,0.3342,2241.0803,8.5136,  22:28:42,,22.67188505246966
0.0997,3.3526,33.638,0.3341,2241.2048,8.514,  22:28:47,,22.667619903648724
0.0996,3.3525,33.6537,0.334,2241.3293,8.5145,  22:28:51,,22.66335903281057
0.0996,3.3524,33.6637,0.3339,2241.4541,8.5149,  22:28:56,,22.659098161972413
0.0996,3.3524,33.6682,0.3338,2241.5791,8.5153,  22:29: 0,,22.654837291134257
0.0995,3.3523,33.6837,0.3336,2241.7039,8.5157,  22:29: 5,,22.650580698278862
0.0996,3.3522,33.664,0.3338,2241.8284,8.5161,  22:29: 9,,22.64631982744071
0.0995,3.3522,33.7015,0.3334,2241.9529,8.5165,  22:29:14,,22.642063234585315
0.0996,3.3521,33.6464,0.334,2242.0774,8.517,  22:29:18,,22.637802363747163
0.0997,3.352,33.6373,0.334,2242.2019,8.5174,  22:29:23,,22.633537214926225
0.0996,3.3519,33.661,0.3338,2242.3267,8.5178,  22:29:27,,22.62927634408807
0.0997,3.3518,33.6331,0.334,2242.4519,8.5182,  22:29:32,,22.625011195267135
0.0997,3.3517,33.6134,0.3342,2242.5767,8.5186,  22:29:36,,22.620746046446197
0.0996,3.3516,33.6501,0.3338,2242.7017,8.5191,  22:29:41,,22.61648517560804
0.0996,3.3516,33.6524,0.3338,2242.8262,8.5195,  22:29:45,,22.612224304769885
0.0996,3.3515,33.6436,0.3339,2242.9514,8.5199,  22:29:50,,22.60796343393173
0.0996,3.3514,33.6615,0.3337,2243.0759,8.5203,  22:29:54,,22.603702563093574
0.0996,3.3514,33.6557,0.3337,2243.2014,8.5207,  22:29:59,,22.599441692255418
0.0996,3.3513,33.6519,0.3337,2243.3259,8.5211,  22:30: 3,,22.595180821417262
0.0994,3.3512,33.7222,0.333,2243.4512,8.5216,  22:30: 8,,22.590928506544632
0.0996,3.3511,33.6585,0.3336,2243.5757,8.522,  22:30:12,,22.58666763570648
0.0996,3.351,33.6443,0.3338,2243.7002,8.5224,  22:30:17,,22.58240676486832
0.0996,3.351,33.6461,0.3337,2243.8247,8.5228,  22:30:21,,22.578145894030165
0.0996,3.3509,33.6454,0.3337,2243.9492,8.5232,  22:30:26,,22.57388502319201
0.0996,3.3508,33.6502,0.3337,2244.074,8.5237,  22:30:30,,22.569624152353853
0.0996,3.3507,33.6437,0.3337,2244.1985,8.5241,  22:30:35,,22.565363281515697
0.0996,3.3506,33.6511,0.3336,2244.3237,8.5245,  22:30:39,,22.56110241067754
0.0997,3.3506,33.6125,0.334,2244.4487,8.5249,  22:30:44,,22.556837261856604
0.0997,3.3505,33.6198,0.3339,2244.5737,8.5253,  22:30:48,,22.55257211303567
0.0997,3.3504,33.5894,0.3342,2244.6987,8.5257,  22:30:53,,22.548306964214735
0.0997,3.3503,33.6097,0.334,2244.8237,8.5262,  22:30:57,,22.5440418153938
0.0996,3.3503,33.6445,0.3336,2244.9482,8.5266,  22:31: 2,,22.539780944555645
0.0996,3.3502,33.6329,0.3337,2245.0728,8.527,  22:31: 6,,22.53552007371749
0.0996,3.3501,33.6266,0.3338,2245.1973,8.5274,  22:31:11,,22.53125920287933
0.0996,3.35,33.6502,0.3335,2245.3225,8.5278,  22:31:15,,22.526998332041178
0.0995,3.3499,33.6766,0.3332,2245.447,8.5283,  22:31:20,,22.522741739185783
0.0995,3.3499,33.6648,0.3333,2245.5718,8.5287,  22:31:24,,22.51848514633039
0.0995,3.3498,33.6721,0.3332,2245.6963,8.5291,  22:31:29,,22.514228553475
0.0996,3.3497,33.639,0.3336,2245.8208,8.5295,  22:31:33,,22.50996768263684
0.0996,3.3496,33.6382,0.3336,2245.946,8.5299,  22:31:38,,22.50570681179869
0.0996,3.3495,33.6453,0.3335,2246.0706,8.5303,  22:31:42,,22.501445940960533
0.0996,3.3495,33.6421,0.3335,2246.1951,8.5308,  22:31:47,,22.497185070122374
0.0997,3.3494,33.6113,0.3338,2246.3201,8.5312,  22:31:52,,22.49291992130144
0.0995,3.3493,33.6673,0.3332,2246.4446,8.5316,  22:31:56,,22.488663328446048
0.0996,3.3492,33.6288,0.3336,2246.5691,8.532,  22:32: 1,,22.484402457607892
0.0996,3.3491,33.6279,0.3336,2246.6936,8.5324,  22:32: 5,,22.480141586769737
0.0996,3.3491,33.6406,0.3334,2246.8184,8.5329,  22:32:10,,22.475880715931577
0.0996,3.349,33.6263,0.3335,2246.9431,8.5333,  22:32:14,,22.471619845093425
0.0996,3.3489,33.6255,0.3335,2247.0681,8.5337,  22:32:19,,22.467358974255266
0.0995,3.3488,33.6519,0.3333,2247.1938,8.5341,  22:32:23,,22.463102381399874
0.0995,3.3488,33.6458,0.3333,2247.3184,8.5345,  22:32:28,,22.458845788544483
0.0996,3.3487,33.618,0.3336,2247.4431,8.535,  22:32:32,,22.454584917706327
0.0995,3.3486,33.6389,0.3333,2247.5676,8.5354,  22:32:37,,22.450328324850936
