I,V,R,P,mAh,wh,time,
0.0997,4.1538,41.6699,0.4141,45.0388,0.1882,   0:27: 9,
0.0996,4.1536,41.6885,0.4138,45.1635,0.1887,   0:27:13,
0.0997,4.1535,41.6608,0.4141,45.2887,0.1892,   0:27:18,
0.0996,4.1534,41.7201,0.4135,45.4134,0.1897,   0:27:22,
0.0996,4.1533,41.7024,0.4136,45.5380,0.1903,   0:27:27,
0.0996,4.1532,41.6843,0.4138,45.6627,0.1908,   0:27:31,
0.0996,4.1531,41.6868,0.4138,45.7878,0.1913,   0:27:36,
0.0995,4.1530,41.7260,0.4133,45.9124,0.1918,   0:27:40,
0.0995,4.1529,41.7384,0.4132,46.0370,0.1923,   0:27:45,
0.0995,4.1528,41.7305,0.4133,46.1615,0.1928,   0:27:49,
0.0996,4.1527,41.7091,0.4134,46.2866,0.1934,   0:27:54,
0.0996,4.1526,41.6781,0.4137,46.4112,0.1939,   0:27:58,
0.0996,4.1524,41.7069,0.4134,46.5359,0.1944,   0:28: 3,
0.0997,4.1523,41.6690,0.4138,46.6605,0.1949,   0:28: 7,
0.0995,4.1522,41.7216,0.4132,46.7851,0.1954,   0:28:12,
0.0996,4.1521,41.6870,0.4136,46.9096,0.1959,   0:28:16,
0.0996,4.1520,41.6930,0.4135,47.0344,0.1965,   0:28:21,
0.0996,4.1519,41.6717,0.4137,47.1591,0.1970,   0:28:25,
0.0996,4.1518,41.6702,0.4137,47.2838,0.1975,   0:28:30,
0.0996,4.1517,41.6963,0.4134,47.4084,0.1980,   0:28:34,
0.0996,4.1516,41.6752,0.4136,47.5330,0.1985,   0:28:39,
0.0995,4.1515,41.7346,0.4130,47.6581,0.1991,   0:28:43,
0.0996,4.1514,41.6866,0.4134,47.7827,0.1996,   0:28:48,
0.0997,4.1513,41.6586,0.4137,47.9079,0.2001,   0:28:52,
0.0996,4.1512,41.6810,0.4134,48.0324,0.2006,   0:28:57,
0.0996,4.1511,41.6833,0.4134,48.1581,0.2011,   0:29: 2,
0.0995,4.1510,41.7059,0.4131,48.2826,0.2016,   0:29: 6,
0.0996,4.1509,41.6610,0.4136,48.4073,0.2022,   0:29:11,
0.0995,4.1507,41.7202,0.4130,48.5319,0.2027,   0:29:15,
0.0996,4.1507,41.6793,0.4134,48.6564,0.2032,   0:29:20,
0.0995,4.1506,41.7116,0.4130,48.7811,0.2037,   0:29:24,
0.0996,4.1504,41.6735,0.4134,48.9057,0.2042,   0:29:29,
0.0995,4.1503,41.6993,0.4131,49.0303,0.2048,   0:29:33,
0.0996,4.1502,41.6882,0.4132,49.1548,0.2053,   0:29:38,
0.0996,4.1501,41.6703,0.4133,49.2794,0.2058,   0:29:42,
0.0995,4.1500,41.6896,0.4131,49.4040,0.2063,   0:29:47,
0.0995,4.1499,41.7184,0.4128,49.5290,0.2068,   0:29:51,
0.0996,4.1499,41.6843,0.4131,49.6536,0.2073,   0:29:56,
0.0995,4.1497,41.6864,0.4131,49.7782,0.2079,   0:30: 0,
0.0995,4.1496,41.6955,0.4130,49.9028,0.2084,   0:30: 5,
0.0996,4.1495,41.6542,0.4134,50.0273,0.2089,   0:30: 9,
0.0995,4.1494,41.7002,0.4129,50.1518,0.2094,   0:30:14,
0.0995,4.1493,41.7194,0.4127,50.2763,0.2099,   0:30:18,
0.0996,4.1492,41.6577,0.4133,50.4009,0.2104,   0:30:23,
0.0996,4.1491,41.6504,0.4133,50.5254,0.2110,   0:30:27,
0.0995,4.1490,41.6829,0.4130,50.6499,0.2115,   0:30:32,
0.0995,4.1489,41.7117,0.4127,50.7743,0.2120,   0:30:36,
0.0996,4.1488,41.6575,0.4132,50.8989,0.2125,   0:30:41,
0.0996,4.1487,41.6695,0.4131,51.0235,0.2130,   0:30:45,
0.0996,4.1486,41.6653,0.4131,51.1482,0.2135,   0:30:50,
0.0996,4.1485,41.6440,0.4133,51.2729,0.2141,   0:30:54,
0.0996,4.1484,41.6396,0.4133,51.3980,0.2146,   0:30:59,
0.0996,4.1483,41.6318,0.4133,51.5227,0.2151,   0:31: 3,
0.0996,4.1482,41.6375,0.4133,51.6474,0.2156,   0:31: 8,
0.0995,4.1481,41.6734,0.4129,51.7725,0.2161,   0:31:12,
0.0997,4.1480,41.6187,0.4134,51.8972,0.2166,   0:31:17,
0.0995,4.1479,41.6747,0.4128,52.0223,0.2172,   0:31:21,
0.0996,4.1478,41.6365,0.4132,52.1469,0.2177,   0:31:26,
0.0996,4.1477,41.6594,0.4130,52.2715,0.2182,   0:31:30,
0.0996,4.1476,41.6550,0.4130,52.3962,0.2187,   0:31:35,
0.0997,4.1475,41.6138,0.4134,52.5207,0.2192,   0:31:39,
0.0997,4.1474,41.6195,0.4133,52.6458,0.2198,   0:31:44,
0.0997,4.1473,41.6118,0.4133,52.7705,0.2203,   0:31:48,
0.0996,4.1472,41.6240,0.4132,52.8952,0.2208,   0:31:53,
0.0997,4.1471,41.5899,0.4135,53.0199,0.2213,   0:31:57,
0.0997,4.1470,41.5890,0.4135,53.1446,0.2218,   0:32: 2,
0.0996,4.1469,41.6312,0.4131,53.2698,0.2223,   0:32: 6,
0.0995,4.1468,41.6773,0.4126,53.3950,0.2229,   0:32:11,
0.0996,4.1467,41.6330,0.4130,53.5201,0.2234,   0:32:15,
0.0996,4.1466,41.6217,0.4131,53.6448,0.2239,   0:32:20,
0.0996,4.1465,41.6239,0.4131,53.7693,0.2244,   0:32:24,
0.0996,4.1464,41.6266,0.4130,53.8939,0.2249,   0:32:29,
0.0996,4.1463,41.6221,0.4130,54.0186,0.2254,   0:32:33,
0.0997,4.1462,41.5775,0.4135,54.1432,0.2260,   0:32:38,
0.0997,4.1461,41.5965,0.4133,54.2680,0.2265,   0:32:42,
0.0997,4.1460,41.5858,0.4134,54.3927,0.2270,   0:32:47,
0.0998,4.1459,41.5612,0.4136,54.5175,0.2275,   0:32:51,
0.0996,4.1458,41.6237,0.4129,54.6422,0.2280,   0:32:56,
0.0997,4.1457,41.5994,0.4132,54.7669,0.2285,   0:33: 0,
0.0996,4.1456,41.6184,0.4129,54.8916,0.2291,   0:33: 5,
0.0997,4.1455,41.5873,0.4132,55.0163,0.2296,   0:33: 9,
0.0997,4.1455,41.5934,0.4132,55.1415,0.2301,   0:33:14,
0.0997,4.1454,41.5790,0.4133,55.2663,0.2306,   0:33:18,
0.0997,4.1452,41.5645,0.4134,55.3915,0.2311,   0:33:23,
0.0997,4.1451,41.5834,0.4132,55.5167,0.2317,   0:33:28,
0.0996,4.1451,41.5997,0.4130,55.6414,0.2322,   0:33:32,
0.0996,4.1450,41.6152,0.4128,55.7662,0.2327,   0:33:37,
0.0996,4.1449,41.6275,0.4127,55.8908,0.2332,   0:33:41,
0.0997,4.1448,41.5833,0.4131,56.0155,0.2337,   0:33:46,
0.0997,4.1447,41.5619,0.4133,56.1402,0.2342,   0:33:50,
0.0997,4.1446,41.5812,0.4131,56.2650,0.2348,   0:33:55,
0.0997,4.1445,41.5635,0.4133,56.3896,0.2353,   0:33:59,
0.0997,4.1444,41.5757,0.4131,56.5145,0.2358,   0:34: 4,
0.0996,4.1443,41.5982,0.4129,56.6392,0.2363,   0:34: 8,
0.0996,4.1442,41.5943,0.4129,56.7639,0.2368,   0:34:13,
0.0998,4.1441,41.5361,0.4135,56.8886,0.2373,   0:34:17,
0.0997,4.1440,41.5786,0.4130,57.0144,0.2379,   0:34:22,
0.0997,4.1439,41.5811,0.4130,57.1391,0.2384,   0:34:26,
0.0997,4.1438,41.5736,0.4130,57.2639,0.2389,   0:34:31,
0.0996,4.1438,41.5930,0.4128,57.3886,0.2394,   0:34:35,
0.0996,4.1436,41.6084,0.4126,57.5139,0.2399,   0:34:40,
0.0997,4.1435,41.5440,0.4133,57.6385,0.2404,   0:34:44,
0.0996,4.1435,41.6069,0.4126,57.7631,0.2410,   0:34:49,
0.0996,4.1433,41.5821,0.4129,57.8878,0.2415,   0:34:53,
0.0997,4.1433,41.5411,0.4132,58.0126,0.2420,   0:34:58,
0.0996,4.1431,41.5802,0.4128,58.1373,0.2425,   0:35: 2,
0.0997,4.1431,41.5660,0.4130,58.2620,0.2430,   0:35: 7,
0.0997,4.1430,41.5685,0.4129,58.3867,0.2435,   0:35:11,
0.0996,4.1429,41.5909,0.4127,58.5114,0.2441,   0:35:16,
0.0996,4.1428,41.5832,0.4127,58.6360,0.2446,   0:35:20,
0.0996,4.1427,41.5791,0.4128,58.7612,0.2451,   0:35:25,
0.0997,4.1426,41.5613,0.4129,58.8865,0.2456,   0:35:29,
0.0996,4.1425,41.5939,0.4126,59.0111,0.2461,   0:35:34,
0.0997,4.1424,41.5463,0.4130,59.1360,0.2467,   0:35:38,
0.0996,4.1423,41.5820,0.4127,59.2611,0.2472,   0:35:43,
0.0997,4.1422,41.5544,0.4129,59.3858,0.2477,   0:35:47,
0.0996,4.1421,41.5935,0.4125,59.5104,0.2482,   0:35:52,
0.0996,4.1420,41.5824,0.4126,59.6350,0.2487,   0:35:56,
0.0997,4.1419,41.5614,0.4128,59.7596,0.2492,   0:36: 1,
0.0996,4.1418,41.5938,0.4124,59.8843,0.2498,   0:36: 5,
0.0997,4.1418,41.5595,0.4128,60.0090,0.2503,   0:36:10,
0.0996,4.1417,41.5753,0.4126,60.1338,0.2508,   0:36:14,
0.0996,4.1416,41.5712,0.4126,60.2585,0.2513,   0:36:19,
0.0997,4.1415,41.5303,0.4130,60.3832,0.2518,   0:36:23,
0.0997,4.1414,41.5595,0.4127,60.5078,0.2523,   0:36:28,
0.0996,4.1413,41.5684,0.4126,60.6324,0.2528,   0:36:32,
0.0997,4.1412,41.5510,0.4127,60.7576,0.2534,   0:36:37,
0.0997,4.1412,41.5202,0.4130,60.8823,0.2539,   0:36:41,
0.0996,4.1410,41.5756,0.4125,61.0069,0.2544,   0:36:46,
0.0997,4.1410,41.5149,0.4130,61.1321,0.2549,   0:36:50,
0.0997,4.1408,41.5537,0.4126,61.2567,0.2554,   0:36:55,
0.0995,4.1408,41.6033,0.4121,61.3815,0.2560,   0:36:59,
0.0995,4.1407,41.5958,0.4122,61.5060,0.2565,   0:37: 4,
0.0996,4.1406,41.5748,0.4124,61.6312,0.2570,   0:37: 8,
0.0996,4.1405,41.5803,0.4123,61.7563,0.2575,   0:37:13,
0.0996,4.1404,41.5727,0.4124,61.8811,0.2580,   0:37:17,
0.0996,4.1403,41.5554,0.4125,62.0057,0.2585,   0:37:22,
0.0996,4.1402,41.5644,0.4124,62.1304,0.2591,   0:37:26,
0.0997,4.1402,41.5334,0.4127,62.2550,0.2596,   0:37:31,
0.0997,4.1401,41.5425,0.4126,62.3797,0.2601,   0:37:35,
0.0996,4.1400,41.5751,0.4123,62.5043,0.2606,   0:37:40,
0.0997,4.1399,41.5274,0.4127,62.6301,0.2611,   0:37:45,
0.0997,4.1398,41.5397,0.4126,62.7548,0.2616,   0:37:49,
0.0996,4.1397,41.5755,0.4122,62.8795,0.2622,   0:37:54,
0.0996,4.1396,41.5580,0.4123,63.0042,0.2627,   0:37:58,
0.0996,4.1395,41.5536,0.4124,63.1289,0.2632,   0:38: 3,
0.0996,4.1394,41.5428,0.4125,63.2535,0.2637,   0:38: 7,
0.0995,4.1393,41.5856,0.4120,63.3781,0.2642,   0:38:12,
0.0996,4.1392,41.5442,0.4124,63.5028,0.2647,   0:38:16,
0.0997,4.1392,41.5368,0.4125,63.6276,0.2652,   0:38:21,
0.0997,4.1391,41.5091,0.4127,63.7523,0.2658,   0:38:25,
0.0997,4.1390,41.5151,0.4127,63.8775,0.2663,   0:38:30,
0.0997,4.1389,41.5008,0.4128,64.0024,0.2668,   0:38:34,
0.0996,4.1388,41.5498,0.4123,64.1271,0.2673,   0:38:39,
0.0997,4.1387,41.5187,0.4126,64.2518,0.2678,   0:38:43,
0.0997,4.1387,41.5051,0.4127,64.3765,0.2683,   0:38:48,
0.0997,4.1385,41.5039,0.4127,64.5023,0.2689,   0:38:52,
0.0997,4.1385,41.5198,0.4125,64.6269,0.2694,   0:38:57,
0.0997,4.1384,41.4954,0.4127,64.7522,0.2699,   0:39: 1,
0.0997,4.1383,41.5044,0.4126,64.8773,0.2704,   0:39: 6,
0.0998,4.1382,41.4736,0.4129,65.0021,0.2709,   0:39:10,
0.0996,4.1381,41.5295,0.4123,65.1273,0.2715,   0:39:15,
0.0997,4.1380,41.5255,0.4124,65.2526,0.2720,   0:39:19,
0.0997,4.1379,41.5211,0.4124,65.3773,0.2725,   0:39:24,
0.0996,4.1379,41.5404,0.4122,65.5021,0.2730,   0:39:28,
0.0997,4.1378,41.5230,0.4123,65.6268,0.2735,   0:39:33,
0.0998,4.1377,41.4754,0.4128,65.7515,0.2740,   0:39:37,
0.0996,4.1376,41.5412,0.4121,65.8761,0.2746,   0:39:42,
0.0997,4.1375,41.5135,0.4124,66.0007,0.2751,   0:39:46,
0.0997,4.1374,41.4994,0.4125,66.1255,0.2756,   0:39:51,
0.0997,4.1373,41.4883,0.4126,66.2508,0.2761,   0:39:55,
0.0997,4.1372,41.5043,0.4124,66.3766,0.2766,   0:40: 0,
0.0997,4.1372,41.5167,0.4123,66.5013,0.2771,   0:40: 4,
0.0996,4.1371,41.5257,0.4122,66.6260,0.2777,   0:40: 9,
0.0997,4.1370,41.5151,0.4123,66.7507,0.2782,   0:40:13,
0.0997,4.1369,41.5012,0.4124,66.8759,0.2787,   0:40:18,
0.0996,4.1368,41.5535,0.4118,67.0006,0.2792,   0:40:22,
0.0995,4.1368,41.5561,0.4118,67.1253,0.2797,   0:40:27,
0.0996,4.1367,41.5319,0.4120,67.2504,0.2802,   0:40:31,
0.0997,4.1366,41.4807,0.4125,67.3752,0.2808,   0:40:36,
0.0997,4.1365,41.4933,0.4124,67.4999,0.2813,   0:40:40,
0.0997,4.1364,41.4888,0.4124,67.6246,0.2818,   0:40:45,
0.0997,4.1363,41.4782,0.4125,67.7492,0.2823,   0:40:49,
0.0996,4.1362,41.5142,0.4121,67.8739,0.2828,   0:40:54,
0.0996,4.1361,41.5099,0.4121,67.9991,0.2833,   0:40:58,
0.0996,4.1361,41.5157,0.4121,68.1238,0.2839,   0:41: 3,
0.0997,4.1360,41.5016,0.4122,68.2490,0.2844,   0:41: 7,
0.0996,4.1359,41.5175,0.4120,68.3736,0.2849,   0:41:12,
0.0997,4.1358,41.4898,0.4123,68.4983,0.2854,   0:41:16,
0.0997,4.1357,41.4792,0.4124,68.6235,0.2859,   0:41:21,
0.0997,4.1356,41.4881,0.4122,68.7488,0.2864,   0:41:26,
0.0997,4.1356,41.4606,0.4125,68.8742,0.2870,   0:41:30,
0.0997,4.1354,41.4962,0.4121,68.9989,0.2875,   0:41:35,
0.0997,4.1354,41.4888,0.4122,69.1236,0.2880,   0:41:39,
0.0997,4.1353,41.4980,0.4121,69.2484,0.2885,   0:41:44,
0.0996,4.1352,41.5142,0.4119,69.3730,0.2890,   0:41:48,
0.0997,4.1351,41.4731,0.4123,69.4977,0.2895,   0:41:53,
0.0997,4.1350,41.4789,0.4122,69.6224,0.2901,   0:41:57,
0.0997,4.1350,41.4947,0.4120,69.7476,0.2906,   0:42: 2,
0.0997,4.1349,41.4738,0.4122,69.8722,0.2911,   0:42: 6,
0.0995,4.1348,41.5500,0.4115,69.9967,0.2916,   0:42:11,
0.0996,4.1348,41.5260,0.4117,70.1218,0.2921,   0:42:15,
0.0996,4.1346,41.5183,0.4118,70.2470,0.2926,   0:42:20,
0.0997,4.1346,41.4574,0.4123,70.3717,0.2931,   0:42:24,
0.0998,4.1345,41.4430,0.4125,70.4970,0.2937,   0:42:29,
0.0996,4.1344,41.4923,0.4120,70.6216,0.2942,   0:42:33,
0.0996,4.1343,41.5214,0.4117,70.7463,0.2947,   0:42:38,
0.0997,4.1342,41.4471,0.4124,70.8709,0.2952,   0:42:42,
0.0996,4.1342,41.5000,0.4118,70.9957,0.2957,   0:42:47,
0.0997,4.1340,41.4753,0.4121,71.1203,0.2962,   0:42:51,
0.0996,4.1340,41.4983,0.4118,71.2450,0.2968,   0:42:56,
0.0996,4.1339,41.4943,0.4118,71.3702,0.2973,   0:43: 0,
0.0997,4.1338,41.4564,0.4122,71.4949,0.2978,   0:43: 5,
0.0997,4.1337,41.4590,0.4122,71.6202,0.2983,   0:43: 9,
0.0997,4.1337,41.4717,0.4120,71.7449,0.2988,   0:43:14,
0.0995,4.1336,41.5242,0.4115,71.8696,0.2993,   0:43:18,
0.0996,4.1335,41.4934,0.4118,71.9949,0.2999,   0:43:23,
0.0997,4.1334,41.4725,0.4120,72.1196,0.3004,   0:43:27,
0.0996,4.1333,41.4816,0.4119,72.2443,0.3009,   0:43:32,
0.0997,4.1333,41.4609,0.4120,72.3691,0.3014,   0:43:36,
0.0997,4.1332,41.4502,0.4121,72.4938,0.3019,   0:43:41,
0.0997,4.1331,41.4458,0.4122,72.6185,0.3024,   0:43:45,
0.0997,4.1330,41.4654,0.4120,72.7432,0.3030,   0:43:50,
0.0996,4.1329,41.4811,0.4118,72.8680,0.3035,   0:43:54,
0.0996,4.1329,41.4840,0.4117,72.9926,0.3040,   0:43:59,
0.0996,4.1328,41.4860,0.4117,73.1174,0.3045,   0:44: 3,
0.0997,4.1327,41.4721,0.4118,73.2421,0.3050,   0:44: 8,
0.0996,4.1326,41.4748,0.4118,73.3667,0.3055,   0:44:12,
0.0997,4.1325,41.4704,0.4118,73.4924,0.3060,   0:44:17,
0.0997,4.1325,41.4697,0.4118,73.6172,0.3066,   0:44:21,
0.0996,4.1324,41.4756,0.4117,73.7419,0.3071,   0:44:26,
0.0997,4.1323,41.4314,0.4121,73.8671,0.3076,   0:44:30,
0.0996,4.1322,41.4771,0.4117,73.9922,0.3081,   0:44:35,
0.0996,4.1321,41.4796,0.4116,74.1170,0.3086,   0:44:39,
0.0997,4.1321,41.4258,0.4122,74.2422,0.3091,   0:44:44,
0.0997,4.1320,41.4381,0.4120,74.3673,0.3097,   0:44:49,
0.0996,4.1319,41.4872,0.4115,74.4920,0.3102,   0:44:53,
0.0996,4.1318,41.4968,0.4114,74.6166,0.3107,   0:44:58,
0.0998,4.1317,41.4158,0.4122,74.7412,0.3112,   0:45: 2,
0.0996,4.1317,41.4818,0.4115,74.8659,0.3117,   0:45: 7,
0.0998,4.1316,41.4008,0.4123,74.9905,0.3122,   0:45:11,
0.0997,4.1315,41.4335,0.4120,75.1158,0.3128,   0:45:16,
0.0997,4.1314,41.4494,0.4118,75.2405,0.3133,   0:45:20,
0.0995,4.1314,41.5154,0.4111,75.3651,0.3138,   0:45:25,
0.0995,4.1313,41.5178,0.4111,75.4897,0.3143,   0:45:29,
0.0996,4.1312,41.4738,0.4115,75.6143,0.3148,   0:45:34,
0.0996,4.1311,41.4796,0.4114,75.7400,0.3153,   0:45:38,
0.0997,4.1311,41.4455,0.4118,75.8646,0.3159,   0:45:43,
0.0997,4.1310,41.4513,0.4117,75.9898,0.3164,   0:45:47,
0.0998,4.1309,41.4106,0.4121,76.1145,0.3169,   0:45:52,
0.0997,4.1308,41.4398,0.4118,76.2393,0.3174,   0:45:56,
0.0996,4.1308,41.4759,0.4114,76.3640,0.3179,   0:46: 1,
0.0996,4.1307,41.4917,0.4112,76.4891,0.3184,   0:46: 5,
0.0995,4.1306,41.4940,0.4112,76.6137,0.3189,   0:46:10,
0.0996,4.1305,41.4597,0.4115,76.7383,0.3195,   0:46:14,
0.0996,4.1304,41.4858,0.4112,76.8630,0.3200,   0:46:19,
0.0997,4.1303,41.4349,0.4117,76.9876,0.3205,   0:46:23,
0.0996,4.1303,41.4877,0.4112,77.1122,0.3210,   0:46:28,
0.0996,4.1302,41.4533,0.4115,77.2370,0.3215,   0:46:32,
0.0998,4.1301,41.3994,0.4120,77.3617,0.3220,   0:46:37,
0.0995,4.1301,41.4889,0.4111,77.4863,0.3225,   0:46:41,
0.0997,4.1300,41.4145,0.4118,77.6116,0.3231,   0:46:46,
0.0996,4.1299,41.4571,0.4114,77.7372,0.3236,   0:46:50,
0.0997,4.1298,41.4264,0.4117,77.8620,0.3241,   0:46:55,
0.0996,4.1297,41.4619,0.4113,77.9866,0.3246,   0:46:59,
0.0996,4.1297,41.4649,0.4113,78.1113,0.3251,   0:47: 4,
0.0997,4.1296,41.4340,0.4116,78.2360,0.3256,   0:47: 8,
0.0998,4.1295,41.3800,0.4121,78.3607,0.3262,   0:47:13,
0.0997,4.1294,41.3992,0.4119,78.4860,0.3267,   0:47:17,
0.0997,4.1293,41.4348,0.4115,78.6113,0.3272,   0:47:22,
0.0997,4.1292,41.4072,0.4118,78.7360,0.3277,   0:47:26,
0.0997,4.1292,41.4334,0.4115,78.8607,0.3282,   0:47:31,
0.0997,4.1291,41.4292,0.4115,78.9854,0.3287,   0:47:35,
0.0997,4.1290,41.4251,0.4116,79.1102,0.3293,   0:47:40,
0.0996,4.1290,41.4378,0.4114,79.2349,0.3298,   0:47:44,
0.0997,4.1289,41.4235,0.4115,79.3601,0.3303,   0:47:49,
0.0997,4.1288,41.4264,0.4115,79.4852,0.3308,   0:47:53,
0.0997,4.1287,41.4156,0.4116,79.6104,0.3313,   0:47:58,
0.0996,4.1287,41.4482,0.4113,79.7350,0.3318,   0:48: 2,
0.0996,4.1286,41.4476,0.4113,79.8598,0.3323,   0:48: 7,
0.0997,4.1285,41.4002,0.4117,79.9850,0.3329,   0:48:11,
0.0996,4.1285,41.4495,0.4112,80.1096,0.3334,   0:48:16,
0.0996,4.1284,41.4354,0.4113,80.2343,0.3339,   0:48:20,
0.0997,4.1283,41.4080,0.4116,80.3590,0.3344,   0:48:25,
0.0996,4.1282,41.4368,0.4113,80.4837,0.3349,   0:48:30,
0.0997,4.1281,41.3996,0.4116,80.6083,0.3354,   0:48:34,
0.0997,4.1281,41.3924,0.4117,80.7336,0.3360,   0:48:39,
0.0997,4.1280,41.4214,0.4114,80.8584,0.3365,   0:48:43,
0.0997,4.1279,41.3974,0.4116,80.9836,0.3370,   0:48:48,
0.0996,4.1279,41.4400,0.4112,81.1083,0.3375,   0:48:52,
0.0997,4.1278,41.4227,0.4113,81.2330,0.3380,   0:48:57,
0.0996,4.1277,41.4320,0.4112,81.3582,0.3385,   0:49: 1,
0.0997,4.1276,41.4210,0.4113,81.4829,0.3391,   0:49: 6,
0.0997,4.1275,41.4168,0.4113,81.6076,0.3396,   0:49:10,
0.0997,4.1275,41.4197,0.4113,81.7323,0.3401,   0:49:15,
0.0996,4.1274,41.4456,0.4110,81.8574,0.3406,   0:49:19,
0.0996,4.1273,41.4380,0.4111,81.9830,0.3411,   0:49:24,
0.0997,4.1272,41.4138,0.4113,82.1076,0.3416,   0:49:28,
0.0997,4.1272,41.4099,0.4113,82.2324,0.3421,   0:49:33,
0.0997,4.1271,41.3857,0.4116,82.3571,0.3427,   0:49:37,
0.0997,4.1270,41.4019,0.4114,82.4818,0.3432,   0:49:42,
0.0996,4.1270,41.4179,0.4112,82.6065,0.3437,   0:49:46,
0.0997,4.1269,41.3773,0.4116,82.7312,0.3442,   0:49:51,
0.0997,4.1268,41.4099,0.4113,82.8559,0.3447,   0:49:55,
0.0996,4.1268,41.4225,0.4111,82.9806,0.3452,   0:50: 0,
0.0997,4.1267,41.3787,0.4116,83.1054,0.3457,   0:50: 4,
0.0997,4.1266,41.4011,0.4113,83.2311,0.3463,   0:50: 9,
0.0997,4.1266,41.4006,0.4113,83.3559,0.3468,   0:50:13,
0.0997,4.1265,41.3930,0.4114,83.4805,0.3473,   0:50:18,
0.0997,4.1264,41.4056,0.4112,83.6057,0.3478,   0:50:22,
0.0997,4.1263,41.3949,0.4113,83.7304,0.3483,   0:50:27,
0.0996,4.1263,41.4306,0.4110,83.8551,0.3488,   0:50:31,
0.0996,4.1262,41.4135,0.4111,83.9803,0.3494,   0:50:36,
0.0995,4.1261,41.4556,0.4107,84.1049,0.3499,   0:50:40,
0.0996,4.1261,41.4320,0.4109,84.2296,0.3504,   0:50:45,
0.0996,4.1260,41.4111,0.4111,84.3543,0.3509,   0:50:49,
0.0997,4.1259,41.4039,0.4111,84.4789,0.3514,   0:50:54,
0.0997,4.1258,41.3998,0.4112,84.6041,0.3519,   0:50:58,
0.0995,4.1258,41.4524,0.4106,84.7293,0.3524,   0:51: 3,
0.0996,4.1257,41.4251,0.4109,84.8538,0.3530,   0:51: 7,
0.0997,4.1256,41.3878,0.4113,84.9785,0.3535,   0:51:12,
0.0996,4.1256,41.4138,0.4110,85.1042,0.3540,   0:51:16,
0.0996,4.1255,41.4029,0.4111,85.2288,0.3545,   0:51:21,
0.0997,4.1254,41.3922,0.4112,85.3546,0.3550,   0:51:25,
0.0997,4.1253,41.3715,0.4114,85.4799,0.3555,   0:51:30,
0.0997,4.1253,41.3675,0.4114,85.6046,0.3561,   0:51:35,
0.0997,4.1252,41.3834,0.4112,85.7293,0.3566,   0:51:39,
0.0996,4.1252,41.4264,0.4108,85.8540,0.3571,   0:51:44,
0.0997,4.1251,41.3686,0.4113,85.9793,0.3576,   0:51:48,
0.0997,4.1250,41.3848,0.4112,86.1040,0.3581,   0:51:53,
0.0997,4.1249,41.3876,0.4111,86.2287,0.3586,   0:51:57,
0.0997,4.1249,41.3904,0.4111,86.3534,0.3591,   0:52: 2,
0.0996,4.1248,41.4260,0.4107,86.4781,0.3597,   0:52: 6,
0.0997,4.1247,41.3888,0.4111,86.6032,0.3602,   0:52:11,
0.0996,4.1246,41.4112,0.4108,86.7280,0.3607,   0:52:15,
0.0996,4.1246,41.4106,0.4108,86.8526,0.3612,   0:52:20,
0.0996,4.1245,41.4165,0.4107,86.9779,0.3617,   0:52:24,
0.0997,4.1245,41.3728,0.4112,87.1025,0.3622,   0:52:29,
0.0996,4.1244,41.4120,0.4108,87.2271,0.3628,   0:52:33,
0.0996,4.1243,41.4011,0.4109,87.3524,0.3633,   0:52:38,
0.0996,4.1242,41.4205,0.4107,87.4770,0.3638,   0:52:42,
0.0996,4.1242,41.4034,0.4108,87.6022,0.3643,   0:52:47,
0.0996,4.1241,41.4158,0.4107,87.7269,0.3648,   0:52:51,
0.0997,4.1240,41.3452,0.4114,87.8515,0.3653,   0:52:56,
0.0997,4.1240,41.3777,0.4110,87.9762,0.3658,   0:53: 0,
0.0997,4.1239,41.3575,0.4112,88.1010,0.3664,   0:53: 5,
0.0996,4.1238,41.3997,0.4108,88.2257,0.3669,   0:53: 9,
0.0997,4.1238,41.3759,0.4110,88.3509,0.3674,   0:53:14,
0.0996,4.1237,41.4049,0.4107,88.4756,0.3679,   0:53:18,
0.0997,4.1236,41.3811,0.4109,88.6002,0.3684,   0:53:23,
0.0997,4.1236,41.3538,0.4112,88.7249,0.3689,   0:53:27,
0.0997,4.1235,41.3734,0.4110,88.8501,0.3694,   0:53:32,
0.0997,4.1234,41.3589,0.4111,88.9749,0.3700,   0:53:36,
0.0996,4.1234,41.3883,0.4108,89.0995,0.3705,   0:53:41,
0.0997,4.1233,41.3710,0.4110,89.2242,0.3710,   0:53:45,
0.0997,4.1232,41.3468,0.4112,89.3490,0.3715,   0:53:50,
0.0997,4.1232,41.3396,0.4112,89.4737,0.3720,   0:53:54,
0.0997,4.1231,41.3723,0.4109,89.5983,0.3725,   0:53:59,
0.0997,4.1230,41.3683,0.4109,89.7231,0.3730,   0:54: 3,
0.0997,4.1230,41.3443,0.4112,89.8478,0.3736,   0:54: 8,
0.0996,4.1229,41.3802,0.4108,89.9725,0.3741,   0:54:12,
0.0995,4.1229,41.4199,0.4104,90.0973,0.3746,   0:54:17,
0.0995,4.1227,41.4320,0.4102,90.2219,0.3751,   0:54:21,
0.0997,4.1227,41.3684,0.4109,90.3465,0.3756,   0:54:26,
0.0997,4.1226,41.3477,0.4111,90.4712,0.3761,   0:54:30,
0.0997,4.1226,41.3704,0.4108,90.5959,0.3766,   0:54:35,
